"titulo","empresa","ubicacion","salario","descripcion","url"
"U.S. Hospitality Internship Program - Iintern/Trainee","Kettelsen Consulting (TN Visa Advisors)","Tlalnepantla de Baz, Estado de México","$ 60,000.00","Unlock Your Potential with Our U.S. Hospitality Internship Program!We offer a broad portfolio of properties in the United States, including resorts, country clubs, and castles from the most recognized hotel brands in the industry. All our internships are paid, and you’ll have the opportunity to experience the culture and gain valuable experience in the hospitality industry. We’ll assist you throughout the J-1 visa process!Our program focuses on the Hospitality, Tourism, and Culinary sectors, offering operational and entry-level roles. Salaries are determined by the host company and will be specified in your internship offer.• Comprehensive Assessment and Guidance: Receive expert review of your resume, tailored interview coaching, and personalized job placement assistance to ensure a smooth entry into your internship role.• Pre-Departure and Immigration Support: Benefit from thorough pre-departure briefings and hassle-free immigration assistance, including visa applications and essential documentation.• Insurance and Ongoing Support: Enjoy insurance coverage throughout your internship and continuous support with regular online check-ins to monitor your progress and address any issues.• Online Orientation and Resources: Access an extensive online orientation program and resources to help you adapt quickly and effectively to life in the U.S.• Professional Networking: Connect with over 200 prestigious employers offering internships and trainee positions through our exclusive online portal.Placement Guaranteed for Qualified Candidates!Requirements• Educational Background: Open to current university students, recent graduates, or experienced professionals.• Field of Study or Experience: Relevant academic background or professional experience in hospitality, tourism, or culinary arts.• Language Proficiency: Conversational English proficiency required.• Age: Applicants must be between 18 and 30 years old.• Educational Institution: Must be enrolled in or have graduated from a university outside the United States.• Valid Passport: A valid, unexpired passport is required.• Professional Experience: For those graduated over 12 months ago, a certificate of employment in a relevant role is necessary. Professionals without a degree must show relevant full-time work experience.BenefitsWhy Choose Our Program?• Global and Cultural Enrichment: Enhance your personal and professional growth with a rich international and cultural experience.• Personalized Support: Receive dedicated assistance throughout your internship to ensure a successful and rewarding experience.• Career Opportunities: Potential for post-graduation employment under a professional work visa, such as the TN Visa.• Skill Development: Acquire valuable hands-on experience and improve your English skills, boosting your employability in the U.S. job market.Lifetime Network Access: Enjoy lifetime access to our expansive network of employers offering internships and trainee positions.Ready to take the next step in your career? Apply now and unlock a world of opportunities!","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-us-hospitality-internship-program-iinterntrainee-en-tlalnepantla-de-baz-46BD4B3BBBDAC70461373E686DCF3405#lc=ListOffers-Score3-1"
"Analistas de Contabilidad General - Corporativo Hyatt","AMSTAR OPERACIONES DMC MX","Benito Juárez, Quintana Roo","$ 16,521","En ALG / Grupo Hyatt nos encontramos en búsqueda de tu talento como:Analistas de Contabilidad General - Corporativo HYATTEn esta posición serás responsable de mantener registros financieros precisos y oportunos, gestionando asientos contables, conciliando cuentas y asegurando el cumplimiento de las normas contables. Este puesto implica trabajar en un entorno de servicios compartidos para apoyar los procesos de cierre de fin de mes y de fin de año para el grupo hotelero.Tus principales funciones serán:• Asientos Contables: Preparar, revisar y registrar asientos contables para asegurar el registro preciso de las transacciones financieras en el libro mayor.• Conciliación de Cuentas: Conciliar regularmente las cuentas del libro mayor, identificando y resolviendo discrepancias para garantizar la integridad de los datos financieros.• Cierre de Mes/Año: Apoyar en los procesos de cierre de fin de mes y de fin de año, asegurando que toda la información financiera se informe con precisión y a tiempo.• Reportes Financieros: Apoyar la preparación de estados financieros e informes proporcionando datos y análisis precisos del libro mayor.• Cumplimiento y Controles: Mantener el cumplimiento de los controles internos, las políticas contables y las regulaciones externas, y apoyar en la preparación de auditorías cuando sea necesario.• Mejora de Procesos: Identificar y recomendar mejoras en los procesos de contabilidad general, y contribuir a la implementación de mejores prácticas en el entorno de servicios compartidos.• Colaboración: Trabajar estrechamente con otros equipos financieros, como Cuentas por Pagar y Planificación Financiera, para asegurar una correcta y oportuna información financiera.Tu perfil:• Licenciatura en Contabilidad, Finanzas o afín.• Experiencia previa en contabilidad general o en un rol similar.• Deseable conocimiento en operaciones de Servicios Compartidos.• Deseable experiencia en la industria hotelera.• Buen manejo de paquetería Microsoft Office.• Dominio de software contable y sistemas ERP.• Experiencia con Oracle es un plus.Postula aquí y envía tu CV al correo de contacto.","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analistas-de-contabilidad-general-corporativo-hyatt-en-benito-juarez-71D6492CFB74450461373E686DCF3405#lc=ListOffers-Score0-2"
"Hyatt ServiceNow Engineer – React development and Custom Applications - Remote Opportunity – Valid U.S. visa requires","AMSTAR OPERACIONES DMC MX","Benito Juárez, Quintana Roo","$ 16,521","The OpportunityHyatt Hotels Corporation seeks an enthusiastic ServiceNow Engineer who is a passionate problem solver and delivers solutions to join our ServiceNow Department where you’ll join a team of seven ServiceNow professionals who love what they do. In this role, you will be collaborating closely with the broader Hyatt Financial Shared Services, IT teams, and non-IT teams where you’ll be instrumental in continuing to make Hyatt a leading hospitality company. With your abilities to research and understand new process and procedures along with your strong desire to learn, you’ll be developing, implementing, and migrating on a mature ServiceNow instance. You’ll use your deep understanding of ITSM core configurations, JavaScript, HTML while accurately breaking down tasks, unit testing, and delivering on time and in scope. You’ll be part of a team that is passionate about diversity, equity, and inclusion, is committed to nurturing curiosity and new skills with the ability to use feedback critical for growth, and building connections across the organization with stakeholders, colleagues, and guests.Who You AreAs our ideal candidate, you understand the power and purpose of our Culture of Care and embody our core values of Empathy, Inclusion, Integrity, Experimentation, Respect and Wellbeing. You enjoy working with a close fun team, are results driven, and want a variety of opportunities to develop personally and professionally.At Hyatt Hotels, ServiceNow is a major productivity solution and is a very important part of our mission to take care of people so they can be their best. ServiceNow Engineers serve on a professional deployment team to architect and deploy solutions within the ServiceNow platform for our Hyatt customers. Engineers provide administrative ServiceNow support, including troubleshooting, implementing bug fixes, and root cause analysis while using their ability to develop, configure, integrate, and/or implement with knowledge of the platform helping Hyatt keep up to date and enabling the best ServiceNow platform experience possible.Responsibilities:• Interact with customer team members to capture business requirements and translate them into appropriate technical solutions.• Commit to the continuous improvement and learning of development and ServiceNow best practices, tools, and technology• Support and develop in Hyatt’s custom Financial and Customer Service modules in ServiceNow• Responsible for providing accurate and up to date documentation on current ITSM processes or Custom Applications, using understandable business language• Monitors health, usage, and overall compliance of the ServiceNow platform• Works directly with ServiceNow Architect- IT and ServiceNow Manager to align the ServiceNow application with IT organization strategy• Works with key Financial Process Owners and leadership on priorities and being the main contact on the custom applications• The position responsibilities outlined above are in no way to be construed as all encompassing. Other duties, responsibilities and qualifications may be required and/or assigned as necessary• Occasions to create and lead Hyatt engineered Citizen Developer program• Opportunities to participate in Hyatt’s Diversity & Inclusion activitiesQualificationsExperience Required:• 2-4+ years of work experience in ServiceNowExperience Preferred:• Bachelor’s degree in a related field however any combination of education, experience, and certification that demonstrates the candidate can be successful in the position is acceptable• Hands-on development experience with ServiceNow• Experience building ServiceNow solutions in non-IT contexts a plus• Strong working knowledge of ITIL practices• Web development experience using HTML5, CSS, JavaScript, Angular or React, and related technologies preferred• Knowledge of web services (SOAP, REST or JSON)• Exposure to integrating ServiceNow with other applications or databases.• Experience with ServiceNow’s Service Portal and CSM modules• Exposure to Configurable Workspaces and UI Builder• An interest in leveraging new features / technologies is critical• Ability to learn new technologies as they relate to the ongoing improvement of the ServiceNow platform• System analysis & design skills, technical writing skills• Critical thinking and a desire to provide user friendly and professional platform to Hyatt internal customers is required• Experience with Agile (or Scale Agile Framework) project management processes a plus• Adaptable to change and able to work independently and as part of a team• Effectively manage multiple projects concurrently while maintaining a high level of attention to detail on each project• Strong communication skills (oral and written)• Ability to work with individuals across multiple functions• Ability to communicate with several senior leaders within the companyAdditional Comments and Requirements:• Valid USA Visa and Ability to travel worldwide on as as-needed basis for meetings and conventions is required (up to 10% of total work hours)• Provide ServiceNow support on-call outside normal working hours during ServiceNow upgrades, major platform incidents or events","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-hyatt-servicenow-engineer-react-development-and-custom-applications-remote-opportunity-valid-us-visa-requires-en-benito-juarez-6F05B66AA188529261373E686DCF3405#lc=ListOffers-Score0-3"
"Junior Financial Data Analyst – Shared Services - Datamaster","AMSTAR OPERACIONES DMC MX","Benito Juárez, Quintana Roo","$ 16,521","Vacante: Datamaster – Centro de Servicios Compartidos (SSC)Ubicación: Cancún Uno Office, Cancún, Quintana RooÁrea: Servicios Compartidos / Finanzas / DatosTipo de puesto: Tiempo completo | Nivel de entradaDescripción del puesto:Hyatt Hotels Corporation busca un/a Datamaster para unirse a nuestro Centro de Servicios Compartidos (SSC) en Cancún. Esta posición forma parte de un equipo dinámico que colabora con áreas como Contabilidad, Sistemas Corporativos y Operaciones Regionales, asegurando la integridad de los datos financieros y el cumplimiento de procesos clave.Responsabilidades principales:- Mantener y actualizar la estructura contable (Chart of Accounts) conforme a los estándares USALI.- Validar la consistencia de datos entre Oracle EBS y aplicaciones como Hyperion.- Procesar entradas contables automáticas y masivas.- Supervisar y validar datos maestros de proveedores y clientes.- Participar en iniciativas de mejora continua, calidad de datos y automatización.- Apoyar en reportes de desempeño relacionados con indicadores de nivel de servicio (SLA y KPIs).Requisitos:- Alta atención al detalle y habilidades organizativas.- Conocimiento de Excel y manejo de sistemas de datos.- Estudios en Contabilidad, Finanzas, Administración o carreras afines (deseable).- Deseable experiencia previa con Oracle EBS, Hyperion u otros sistemas ERP.- Deseable experiencia en hotelería o centros de servicios compartidos.Acerca de Hyatt:En Hyatt, nuestro propósito es cuidar a las personas para que puedan dar lo mejor de sí. Somos una compañía global en expansión que ofrece oportunidades reales de crecimiento. Formarás parte de una cultura que valora la inclusión, la integridad y la mejora continua.Postúlate hoy y sé parte de una organización reconocida como uno de los mejores lugares para trabajar.","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-junior-financial-data-analyst-shared-services-datamaster-en-benito-juarez-226C14A203EFF2BB61373E686DCF3405#lc=ListOffers-Score0-4"
"Hyatt ServiceNow Engineer – React development and Custom Applications - Remote Opportunity – Valid U.S. visa requires","AMSTAR OPERACIONES DMC MX","Cuauhtémoc, Ciudad de México DF","$ 16,521","The OpportunityHyatt Hotels Corporation seeks an enthusiastic ServiceNow Engineer who is a passionate problem solver and delivers solutions to join our ServiceNow Department where you’ll join a team of seven ServiceNow professionals who love what they do. In this role, you will be collaborating closely with the broader Hyatt Financial Shared Services, IT teams, and non-IT teams where you’ll be instrumental in continuing to make Hyatt a leading hospitality company. With your abilities to research and understand new process and procedures along with your strong desire to learn, you’ll be developing, implementing, and migrating on a mature ServiceNow instance. You’ll use your deep understanding of ITSM core configurations, JavaScript, HTML while accurately breaking down tasks, unit testing, and delivering on time and in scope. You’ll be part of a team that is passionate about diversity, equity, and inclusion, is committed to nurturing curiosity and new skills with the ability to use feedback critical for growth, and building connections across the organization with stakeholders, colleagues, and guests.Who You AreAs our ideal candidate, you understand the power and purpose of our Culture of Care and embody our core values of Empathy, Inclusion, Integrity, Experimentation, Respect and Wellbeing. You enjoy working with a close fun team, are results driven, and want a variety of opportunities to develop personally and professionally.At Hyatt Hotels, ServiceNow is a major productivity solution and is a very important part of our mission to take care of people so they can be their best. ServiceNow Engineers serve on a professional deployment team to architect and deploy solutions within the ServiceNow platform for our Hyatt customers. Engineers provide administrative ServiceNow support, including troubleshooting, implementing bug fixes, and root cause analysis while using their ability to develop, configure, integrate, and/or implement with knowledge of the platform helping Hyatt keep up to date and enabling the best ServiceNow platform experience possible.Responsibilities:• Interact with customer team members to capture business requirements and translate them into appropriate technical solutions.• Commit to the continuous improvement and learning of development and ServiceNow best practices, tools, and technology• Support and develop in Hyatt’s custom Financial and Customer Service modules in ServiceNow• Responsible for providing accurate and up to date documentation on current ITSM processes or Custom Applications, using understandable business language• Monitors health, usage, and overall compliance of the ServiceNow platform• Works directly with ServiceNow Architect- IT and ServiceNow Manager to align the ServiceNow application with IT organization strategy• Works with key Financial Process Owners and leadership on priorities and being the main contact on the custom applications• The position responsibilities outlined above are in no way to be construed as all encompassing. Other duties, responsibilities and qualifications may be required and/or assigned as necessary• Occasions to create and lead Hyatt engineered Citizen Developer program• Opportunities to participate in Hyatt’s Diversity & Inclusion activitiesQualificationsExperience Required:• 2-4+ years of work experience in ServiceNowExperience Preferred:• Bachelor’s degree in a related field however any combination of education, experience, and certification that demonstrates the candidate can be successful in the position is acceptable• Hands-on development experience with ServiceNow• Experience building ServiceNow solutions in non-IT contexts a plus• Strong working knowledge of ITIL practices• Web development experience using HTML5, CSS, JavaScript, Angular or React, and related technologies preferred• Knowledge of web services (SOAP, REST or JSON)• Exposure to integrating ServiceNow with other applications or databases.• Experience with ServiceNow’s Service Portal and CSM modules• Exposure to Configurable Workspaces and UI Builder• An interest in leveraging new features / technologies is critical• Ability to learn new technologies as they relate to the ongoing improvement of the ServiceNow platform• System analysis & design skills, technical writing skills• Critical thinking and a desire to provide user friendly and professional platform to Hyatt internal customers is required• Experience with Agile (or Scale Agile Framework) project management processes a plus• Adaptable to change and able to work independently and as part of a team• Effectively manage multiple projects concurrently while maintaining a high level of attention to detail on each project• Strong communication skills (oral and written)• Ability to work with individuals across multiple functions• Ability to communicate with several senior leaders within the companyAdditional Comments and Requirements:• Valid USA Visa and Ability to travel worldwide on as as-needed basis for meetings and conventions is required (up to 10% of total work hours)• Provide ServiceNow support on-call outside normal working hours during ServiceNow upgrades, major platform incidents or events","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-hyatt-servicenow-engineer-react-development-and-custom-applications-remote-opportunity-valid-us-visa-requires-en-cuauhtemoc-E28B3997C060D78C61373E686DCF3405#lc=ListOffers-Score0-5"
"Coordinador de Operaciones de Transporte Turístico - Playa del Carmen","AMSTAR OPERACIONES DMC MX","Solidaridad, Quintana Roo","$ 18,000.00","En AMSTAR DMC !te estamos buscando¡ como Coordinador de Transporte para DMC que cumpla con el siguiente perfil:Objetivo:Asegurar que los conductores lleven a cabo los procedimientos establecidos para minimizar los riesgos de accidentes y brindar un excelente servicio a los clientes.Responsabilidades:• Realizar el horario de los operadores• Controlar la puntualidad y asistencia• Supervisar la presentación los operadores• Programar y supervisar la realización de diferentes cursos• Seguimiento al rendimiento de los controladores a través de Samsara• Coaching para operadores (reuniones uno a uno)• Evaluación del desempeño de los operadores• Seguimiento de las quejas que puedan realizar los clientes• Participar en reuniones semanales y/o mensuales tanto con el Supervisor de Conductores como con el Gerente de Transporte• Mantener reuniones con los conductores a su cargo• Realizar visitas de campo (Aeropuerto, Hoteles y Parking) para asegurar que los conductores realizan el procedimiento establecido.Perfil:• Experiencia en agencias de viajes o transportadoras, facilidad de palabra y manejo de personal, excelente actitud de servicio, conocimiento en tecnología (Computadora, Software y Smartphone, sistemas operativos), trabajo en equipo.• Conocimiento del destino, manejo de solución de situaciones con clientes no satisfechos, conocimiento de las ubicaciones y distancias entre Cancún y Riviera Maya, técnicas de gestión de conflictos para la atención al cliente.• Habilidades: Facilidad de comunicación, Efectividad en relaciones interpersonales, Facilidad de aprendizaje en uso de herramientas tecnológicas, supervisión de personal, realización de reportes.• Inglés intermedio deseable• Preparación académica: Bachillerato o Licenciatura.Ofrecemos prestaciones superiores a las de Ley, Seguro de Vida, GMM, buen ambiente de trabajo, facilidad de crecimiento.Sueldo mensual $18,000 brutosInteresados postularse por este medio con CV adjunto.","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-operaciones-de-transporte-turistico-playa-del-carmen-en-solidaridad-80EE9ADA813BCF9461373E686DCF3405#lc=ListOffers-Score0-6"
"Agentes Comerciales, Contratación y Gestión de Productos Turísticos (Esquema híbrido) - para cubrir incapacidad por maternidad de 3 meses","AMSTAR OPERACIONES DMC MX","Benito Juárez, Quintana Roo","$ 16,521","¿Te apasiona el turismo y cuentas con habilidades de organización, negociación y análisis?Esta oportunidad es para ti!Estamos en búsqueda de tres Commercial Agent B, responsables de negociar, ingresar y actualizar información de productos turísticos (excursiones, traslados, hoteles y suplementos) en nuestras plataformas. Tu trabajo impactará directamente en la expansión de nuestro portafolio y en la mejora de la experiencia de nuestros clientes internos.Modalidad híbrida – combinamos trabajo presencial y remoto para mayor flexibilidad y eficiencia.Funciones clave:- Negociación y contratación con proveedores de servicios turísticos.- Ingreso, actualización y estandarización de productos en plataformas digitales.- Seguimiento a cotizaciones y solicitudes de personalización.- Comunicación efectiva con áreas internas y proveedores.- Control y cumplimiento de KPIs de carga, calidad y tiempos.Lo que buscamos:- Licenciatura concluida.- Inglés intermedio.- Habilidad para análisis de información, planeación y captura de datos.- Experiencia en turismo (deseable) y manejo de plataformas (Zoho, iData, ResRap, ALMA).- Capacidad para trabajar bajo presión y en equipo.Ofrecemos:- Sueldo mensual y prestaciones superiores a la ley- Modalidad híbrida de trabajo.- Participar en un equipo dinámico y con visión de crecimiento.- Aportar directamente al éxito comercial de la empresa.- Oportunidades de aprendizaje en el sector turístico.Aplica aqui con tu CV actualizado. Te desemoa exito en tu busqueda de empleo.Our Destination is You!","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-agentes-comerciales-contratacion-y-gestion-de-productos-turisticos-esquema-hibrido-para-cubrir-incapacidad-por-maternidad-de-3-meses-en-benito-juarez-3016FF45ED5C000761373E686DCF3405#lc=ListOffers-Score0-7"
"Analistas de Cuentas por Cobrar - Enfoque en Facturación","AMSTAR OPERACIONES DMC MX","Benito Juárez, Quintana Roo","$ 16,521","¡En Hyatt estamos buscando tu talento!Buscamos analistas de Cuentas por Cobrar – Enfoque en Facturación (Corporativo HYATT)¿Tienes experiencia en facturación y cuentas por cobrar? Esta oportunidad es para ti.En esta posición serás responsable de asegurar la emisión precisa y oportuna de facturas a nuestros clientes, así como de dar seguimiento al proceso completo de cobranza y conciliación dentro de un entorno de Servicios Compartidos. Tu labor será clave para mantener la salud financiera y flujo de caja del corporativo.Tus principales funciones serán:- Facturación: Emitir, revisar y distribuir facturas conforme a los términos contractuales y lineamientos fiscales, garantizando exactitud y trazabilidad.- Seguimiento de pagos: Registrar y aplicar pagos recibidos, manteniendo actualizado el libro mayor y detectando pagos pendientes o mal aplicados.- Gestión de cobranza: Dar seguimiento a saldos vencidos con una gestión proactiva y empática, reduciendo el riesgo de cuentas incobrables.- Conciliaciones contables: Conciliar cuentas por cobrar, identificar discrepancias y colaborar con otras áreas para su pronta resolución.- Atención a clientes internos y externos: Ser el punto de contacto para resolver dudas sobre facturación, saldos y pagos.- Elaboración de reportes: Apoyar en la generación de reportes de antigüedad de saldos, proyecciones de cobranza y análisis para la toma de decisiones.- Cumplimiento: Mantener documentación soporte organizada, cumpliendo con políticas internas, fiscales y auditorías.- Mejora continua: Proponer acciones que optimicen el ciclo de facturación y cobranza en el marco de Servicios Compartidos.Perfil ideal:- Licenciatura en Contabilidad, Finanzas o carrera afín.- Experiencia mínima de 1-2 años en facturación, cuentas por cobrar o áreas similares.- Deseable experiencia en ambientes de Servicios Compartidos.- Idealmente con conocimiento de la industria hotelera o turística.- Manejo intermedio-avanzado de Excel.- Conocimiento de sistemas contables y ERP (Oracle es un plus).- Atención al detalle, orientación al cliente y capacidad de análisis.Postúlate aquí o envía tu CV al correo de contacto.Sé parte de una empresa global, comprometida con la excelencia operativa y el desarrollo de talento.Care Connects Us!","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analistas-de-cuentas-por-cobrar-enfoque-en-facturacion-en-benito-juarez-C0AFB1EDBC2FC63961373E686DCF3405#lc=ListOffers-Score0-8"
"Driver Coordinator - Playa del Carmen","AMSTAR OPERACIONES DMC MX","Solidaridad, Quintana Roo","$ 18,000.00","En AMSTAR DMC !te estamos buscando¡ como DRIVER COORDINATOR que cumpla con el siguiente perfil:Objetivo:Asegurar que los conductores lleven a cabo los procedimientos establecidos para minimizar los riesgos de accidentes y brindar un excelente servicio a los clientes.Responsabilidades:• Realizar el horario de los operadores• Controlar la puntualidad y asistencia• Supervisar la presentación los operadores• Programar y supervisar la realización de diferentes cursos• Seguimiento al rendimiento de los controladores a través de Samsara• Coaching para operadores (reuniones uno a uno)• Evaluación del desempeño de los operadores• Seguimiento de las quejas que puedan realizar los clientes• Participar en reuniones semanales y/o mensuales tanto con el Supervisor de Conductores como con el Gerente de Transporte• Mantener reuniones con los conductores a su cargo• Realizar visitas de campo (Aeropuerto, Hoteles y Parking) para asegurar que los conductores realizan el procedimiento establecido.Perfil:• Experiencia en agencias de viajes o transportadoras, facilidad de palabra y manejo de personal, excelente actitud de servicio, conocimiento en tecnología (Computadora, Software y Smartphone, sistemas operativos), trabajo en equipo.• Conocimiento del destino, manejo de solución de situaciones con clientes no satisfechos, conocimiento de las ubicaciones y distancias entre Cancún y Riviera Maya, técnicas de gestión de conflictos para la atención al cliente.• Habilidades: Facilidad de comunicación, Efectividad en relaciones interpersonales, Facilidad de aprendizaje en uso de herramientas tecnológicas, supervisión de personal, realización de reportes.• Inglés intermedio deseable• Preparación académica: Bachillerato o Licenciatura.Ofrecemos prestaciones superiores a las de Ley, Seguro de Vida, GMM, buen ambiente de trabajo, facilidad de crecimiento.Sueldo mensual $18,000 brutosInteresados postularse por este medio con CV adjunto.","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-driver-coordinator-playa-del-carmen-en-solidaridad-6783055E4B454A1861373E686DCF3405#lc=ListOffers-Score0-9"
"Operador de Van de Turismo - Playa del Carmen","AMSTAR OPERACIONES DMC MX","Solidaridad, Quintana Roo","$ 13,200.00","En Amstar DMC buscamos tu talento como:Operador de Van de Turismo (Driver)Tu perfil:- Al menos 1 año de experiencia como operador de van.- Licencia federal AF.- Examen psicofísico vigente.- Preparatoria terminada.- Inglés básico - intermedio.- Disponibilidad de horario.- Sexo indistinto.- Folio de baja de la TIA.Ofrecemos:- Sueldo de $13,200 MXN brutos + propinas.- IMSS- 12 días de vacaciones.- 15 días de aguinaldo.- 25% de prima vacacional.- Vales.- Seguro de Vida.Tenemos vacantes en Playa del Carmen.","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-van-de-turismo-playa-del-carmen-en-solidaridad-8731AD62FC18DDEC61373E686DCF3405#lc=ListOffers-Score0-10"
"Representante de ventas en mesas de hospitalidad - En Cancún","AMSTAR OPERACIONES DMC MX","Benito Juárez, Quintana Roo","$ 16,521","Únete a nuestro equipo como Representante de Ventas en mesas de Hospitalidad en Cancún¡Estamos en expansión y buscamos talento como el tuyo! Si tienes habilidades en ventas, disfrutas el trato con clientes y quieres formar parte de una empresa en crecimiento, esta es tu oportunidad.Tu misión:Brindar un servicio de clase mundial a nuestros clientes y alcanzar altos volúmenes de venta, siempre reflejando nuestros valores y manteniendo una excelente imagen profesional.¿Qué harás?• Ofrecer una cálida bienvenida a los huéspedes en sus primeras 24 horas y establecer un contacto profesional.• Proporcionar información sobre nuestros productos y servicios, así como sobre las opciones disponibles en los hoteles.• Identificar y coordinar soluciones para situaciones que puedan afectar la experiencia del huésped.• Cumplir con las metas de ventas y procedimientos de reservación, cancelación y manejo de dinero.• Participar en viajes de familiarización, entrenamientos y actividades para fortalecer tu conocimiento del destino.• Mantener relaciones positivas con clientes, socios y colegas.• Elaborar reportes claros y precisos sobre las operaciones diarias.¿A quién buscamos?• Personas extrovertidas, con facilidad de palabra y pasión por el servicio al cliente.• Experiencia mínima de 1 año en ventas, servicio al cliente, mercadotecnia o relaciones públicas.• Habilidades en cierre de ventas, comunicación efectiva y uso de tecnología (terminales bancarias, software, smartphones).• Disponibilidad para turnos rotativos semanales según la zona asignada, con descanso entre semana.• Dominio del inglés en un 90%.• Bachillerato concluido o licenciatura.Lo que ofrecemos:Esquema de comisiones atractivo.Prestaciones superiores a la ley.Seguro de vida y gastos médicos mayores.Excelente ambiente de trabajo y oportunidades de crecimiento.Si cumples con el perfil, ¡postúlate enviando tu CV por este medio y forma parte de nuestro equipo!","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-representante-de-ventas-en-mesas-de-hospitalidad-en-cancun-en-benito-juarez-AD69CAE71123268A61373E686DCF3405#lc=ListOffers-Score0-11"
"Representante de ventas en hoteles - En Cozumel","AMSTAR OPERACIONES DMC MX","Cozumel, Quintana Roo","$ 16,521","¡Da el siguiente paso en tu carrera! En Amstar estamos en búsqueda de tu talento como REPRESENTANTES DE VENTAS EN HOTELES en la Ciudad de Cozumel.Tu objetivo será:Prestar un excelente servicio de clase mundial a todos nuestros clientes, así como generar altos volúmenes de venta de acuerdo a las metas establecidas, cuidando la imagen y valores empresariales en todo momento.Tus principales funciones serán:• Brindar un servicio de clase mundial (WCCS) a todos nuestros clientes de las diferentes cuentas que sirve la empresa.• Dar una presentación de bienvenida a la llegada de los huéspedes en sus hoteles estableciendo un contacto profesional con todos ellos en las primeras 24 horas de su llegada.• Proporcionar a los huéspedes en los hoteles información sobre los productos y servicios que nuestra empresa ofrece, así como también sobre servicios ofrecidos por los hoteles en donde estemos trabajando, sus políticas y procedimientos.• Reconocer situaciones que estuvieran afectando las vacaciones de los huéspedes, coordinando la implementación de soluciones efectivas con el personal del hotel si es posible o y reportando a la gerencia de la empresa y del hotel.• Lograr los objetivos y metas de ventas establecidas.• Cumplir con los lineamientos establecidos por la empresa sobre la reservación, venta, cancelación, reembolso, reportes de excursiones, y manejo del dinero.• Elaborar reportes exactos y precisos de acuerdo con las políticas y procedimientos establecidos.• Participar a todos los viajes de familiarización, excursiones y hoteles requeridos por la empresa.• Participar a todos los cursos de formación y entrenamiento requeridos.• Establecer y mantener excelentes relaciones con todos nuestros socios, colegas y clientes de acuerdo con las políticas establecidas.• Escribir reportes sobre asuntos que haya o pudieran impactar directa o indirectamente la vacación de los huéspedes en el hotel.Perfil:• Extrovertido, facilidad de palabra y manejo de servicio a clientes, excelente actitud de servicio, conocimiento en tecnología (terminales bancarias, computadora, Software y Smartphone), buena presentación, trabajo en equipo.• Conocimiento del destino, experiencia mínima de 1 año en las áreas de servicio a clientes, ventas, mercadotecnia y/o relaciones públicas, Manejo de solución de situaciones con clientes no satisfechos.• Habilidades: Cierre de ventas, Facilidad de comunicación, Efectividad en relaciones interpersonales, Facilidad de aprendizaje en uso de herramientas tecnológicas (terminales bancarias, computadora, software y Smart phones)• Dominio del idioma inglés 90%.• Preparación académica: Bachillerato o Licenciatura.SUELDO BASADO EN COMISIONESOfrecemos prestaciones superiores a las de Ley, Seguro de Vida, GMM, buen ambiente de trabajo, facilidad de crecimiento.Interesados postularse por este medio con CV adjunto.""Cuidamos de las personas para que puedan alcanzar su mejor versión.""","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-representante-de-ventas-en-hoteles-en-cozumel-en-cozumel-796CCF50654F84C061373E686DCF3405#lc=ListOffers-Score0-12"
